station_id,station_name,n_observations,alpha_hier,alpha_np,shrinkage,obs_group,mae_hier,mae_np,mae_diff
157,"MAPLE CITY 1 E, MI US",97,29.978505558043615,31.08838912016057,1.1098835621169556,80-100,7.69122959008568,7.780821137176999,0.08959154709131933
158,"COVINGTON 1 NNW, MI US",72,21.47178787077347,21.75596015045951,0.2841722796860431,60-80,10.26861234675556,10.310397004880919,0.041784658125358476
159,"BEULAH 7 SSW, MI US",97,29.62278760126844,30.720737527069222,1.0979499258007834,80-100,7.873948944797674,8.005181991140057,0.1312330463423832
160,"BEAR MICHIGAN, MI US",93,30.560755009299424,31.767439897914702,1.2066848886152783,80-100,7.314180539533773,7.502459392946128,0.1882788534123554
161,"CHELSEA, MI US",96,32.8479795926795,34.203819768810774,1.3558401761312737,80-100,10.294092945223708,10.413225574117972,0.11913262889426335
162,"FRANKENMUTH 1 SE, MI US",61,30.29800500209963,31.564708459525626,1.2667034574259972,60-80,9.805205329764775,9.963421615146403,0.1582162853816289
163,"BIG RAPIDS WATER TREATMENT PLANT, MI US",96,28.912248704507956,29.942015675540105,1.0297669710321493,80-100,8.925003595900783,9.011699136328945,0.08669554042816152
164,"BAD AXE, MI US",95,28.537240082885553,29.55186758093368,1.014627498048128,80-100,8.691812816221846,8.766574842393815,0.07476202617196925
165,"BIG BAY 1 NW, MI US",69,25.385059857496252,26.091478461419232,0.7064186039229803,60-80,8.322210891682204,8.397850173774541,0.07563928209233772
166,"RUDYARD 5 SE, MI US",53,22.034435183142577,22.111000993020184,0.0765658098776072,40-60,10.140682140460955,10.14501605422761,0.004333913766656039
